hypothetical_route,time_s,command_V,effective_cell_V,WE0_current_A,CE_relative_WE_V
WE0_RE1_CE1,1.07,0.007000000000000006,0.05700000000000001,5.8e-06,-0.06860000000000001
WE0_RE1_CE1,1.072,0.007200000000000012,0.057200000000000015,5.820000000000001e-06,-0.06884000000000001
WE0_RE1_CE1,1.074,0.007400000000000004,0.05740000000000001,5.840000000000001e-06,-0.06908
WE0_RE1_CE1,1.076,0.0076000000000000095,0.05760000000000001,5.8600000000000015e-06,-0.06932000000000002
WE0_RE1_CE1,1.078,0.007800000000000001,0.057800000000000004,5.8800000000000005e-06,-0.06956000000000001
WE0_RE1_CE1,1.08,0.008000000000000007,0.05800000000000001,5.900000000000001e-06,-0.06980000000000001
WE0_RE1_CE1,1.082,0.008200000000000013,0.058200000000000016,5.920000000000002e-06,-0.07004000000000002
WE0_RE1_CE1,1.084,0.008400000000000005,0.05840000000000001,5.940000000000001e-06,-0.07028000000000001
WE0_RE1_CE1,1.086,0.00860000000000001,0.05860000000000001,5.960000000000001e-06,-0.07052000000000001
WE0_RE1_CE1,1.088,0.008800000000000002,0.058800000000000005,5.98e-06,-0.07076
WE0_RE1_CE1,1.09,0.009000000000000008,0.05900000000000001,6.000000000000001e-06,-0.07100000000000001
WE0_RE1_CE1,1.092,0.009200000000000014,0.059200000000000016,6.020000000000002e-06,-0.07124000000000003
WE0_RE1_CE1,1.094,0.009400000000000006,0.05940000000000001,6.040000000000001e-06,-0.07148000000000002
WE0_RE1_CE1,1.096,0.009600000000000011,0.059600000000000014,6.060000000000001e-06,-0.07172000000000002
WE0_RE1_CE1,1.098,0.009800000000000003,0.059800000000000006,6.08e-06,-0.07196000000000001
WE0_RE1_CE1,1.1,0.010000000000000009,0.06000000000000001,6.100000000000001e-06,-0.07220000000000001
WE0_RE1_CE1,1.102,0.010200000000000015,0.06020000000000002,6.1200000000000015e-06,-0.07244000000000002
WE0_RE1_CE1,1.104,0.010400000000000006,0.06040000000000001,6.1400000000000005e-06,-0.07268000000000001
WE0_RE1_CE1,1.106,0.010600000000000012,0.060600000000000015,6.160000000000001e-06,-0.07292000000000001
WE0_RE1_CE1,1.108,0.010800000000000004,0.06080000000000001,6.180000000000001e-06,-0.07316
WE0_RE1_CE1,1.11,0.01100000000000001,0.06100000000000001,6.200000000000001e-06,-0.07340000000000002
WE0_RE1_CE1,1.112,0.011200000000000015,0.06120000000000002,6.2200000000000014e-06,-0.07364000000000002
WE0_RE1_CE1,1.114,0.011400000000000007,0.06140000000000001,6.240000000000001e-06,-0.07388000000000002
WE0_RE1_CE1,1.116,0.011600000000000013,0.061600000000000016,6.260000000000002e-06,-0.07412000000000002
WE0_RE1_CE1,1.118,0.011800000000000005,0.06180000000000001,6.280000000000001e-06,-0.07436000000000001
WE0_RE1_CE1,1.12,0.01200000000000001,0.06200000000000001,6.3000000000000015e-06,-0.07460000000000001
WE0_RE1_CE1,1.122,0.012200000000000016,0.06220000000000002,6.320000000000002e-06,-0.07484000000000002
WE0_RE1_CE1,1.124,0.012400000000000008,0.06240000000000001,6.340000000000001e-06,-0.07508000000000001
WE0_RE1_CE1,1.1260000000000001,0.012600000000000014,0.06260000000000002,6.360000000000002e-06,-0.07532000000000003
WE0_RE1_CE1,1.1280000000000001,0.012800000000000006,0.06280000000000001,6.380000000000001e-06,-0.07556000000000002
WE0_RE1_CE1,1.1300000000000001,0.013000000000000012,0.06300000000000001,6.400000000000001e-06,-0.07580000000000002
WE0_RE1_CE1,1.1320000000000001,0.013200000000000017,0.06320000000000002,6.420000000000002e-06,-0.07604000000000002
WE0_RE1_CE1,1.1340000000000001,0.013400000000000009,0.06340000000000001,6.440000000000001e-06,-0.07628000000000001
WE0_RE1_CE1,1.1360000000000001,0.013600000000000015,0.06360000000000002,6.460000000000002e-06,-0.07652000000000002
WE0_RE1_CE1,1.1380000000000001,0.013800000000000007,0.06380000000000001,6.480000000000001e-06,-0.07676000000000001
WE0_RE1_CE1,1.1400000000000001,0.014000000000000012,0.06400000000000002,6.500000000000001e-06,-0.07700000000000001
WE0_RE1_CE1,1.1420000000000001,0.014200000000000018,0.06420000000000002,6.520000000000002e-06,-0.07724000000000003
WE0_RE1_CE1,1.1440000000000001,0.01440000000000001,0.06440000000000001,6.540000000000001e-06,-0.07748000000000002
WE0_RE1_CE1,1.1460000000000001,0.014600000000000016,0.06460000000000002,6.5600000000000016e-06,-0.07772000000000003
WE0_RE1_CE1,1.1480000000000001,0.014800000000000008,0.06480000000000001,6.5800000000000005e-06,-0.07796000000000002
WE0_RE1_CE1,1.1500000000000001,0.015000000000000013,0.06500000000000002,6.600000000000001e-06,-0.07820000000000002
WE0_RE1_CE1,1.1520000000000001,0.015200000000000019,0.06520000000000002,6.620000000000002e-06,-0.07844000000000002
WE0_RE1_CE1,1.154,0.015399999999999997,0.0654,6.64e-06,-0.07868
WE0_RE1_CE1,1.156,0.015599999999999989,0.06559999999999999,6.659999999999999e-06,-0.07891999999999999
WE0_RE1_CE1,1.158,0.015799999999999995,0.0658,6.6799999999999996e-06,-0.07916
WE0_RE1_CE1,1.16,0.015999999999999986,0.06599999999999999,6.6999999999999985e-06,-0.07939999999999998
WE0_RE1_CE1,1.162,0.016199999999999992,0.0662,6.719999999999999e-06,-0.07963999999999999
WE0_RE1_CE1,1.164,0.016399999999999998,0.0664,6.74e-06,-0.07988
WE0_RE1_CE1,1.166,0.01659999999999999,0.06659999999999999,6.759999999999999e-06,-0.08012
WE0_RE1_CE1,1.168,0.016799999999999995,0.0668,6.7799999999999995e-06,-0.08036
WE0_RE1_CE1,1.17,0.016999999999999987,0.06699999999999999,6.799999999999999e-06,-0.08059999999999999
WE0_RE1_CE1,1.172,0.017199999999999993,0.0672,6.819999999999999e-06,-0.08084
WE0_RE1_CE1,1.174,0.0174,0.0674,6.84e-06,-0.08108
WE0_RE1_CE1,1.176,0.01759999999999999,0.0676,6.8599999999999995e-06,-0.08131999999999999
WE0_RE1_CE1,1.178,0.017799999999999996,0.0678,6.88e-06,-0.08156
WE0_RE1_CE1,1.18,0.017999999999999988,0.06799999999999999,6.899999999999999e-06,-0.08179999999999998
WE0_RE1_CE1,1.182,0.018199999999999994,0.0682,6.92e-06,-0.08204
WE0_RE1_CE1,1.184,0.0184,0.0684,6.9400000000000005e-06,-0.08228
WE0_RE1_CE1,1.186,0.01859999999999999,0.0686,6.9599999999999994e-06,-0.08252
WE0_RE1_CE1,1.188,0.018799999999999997,0.0688,6.98e-06,-0.08276
WE0_RE1_CE1,1.19,0.01899999999999999,0.06899999999999999,6.999999999999999e-06,-0.08299999999999999
WE0_RE1_CE1,1.192,0.019199999999999995,0.0692,7.02e-06,-0.08324
WE0_RE1_CE1,1.194,0.0194,0.0694,7.04e-06,-0.08348
WE0_RE1_CE1,1.196,0.019599999999999992,0.0696,7.059999999999999e-06,-0.08371999999999999
WE0_RE1_CE1,1.198,0.019799999999999998,0.0698,7.08e-06,-0.08396
WE0_RE1_CE1,1.2,0.01999999999999999,0.06999999999999999,7.099999999999999e-06,-0.0842
WE0_RE1_CE1,1.202,0.020199999999999996,0.0702,7.12e-06,-0.08444
WE0_RE1_CE1,1.204,0.0204,0.0704,7.14e-06,-0.08468
WE0_RE1_CE1,1.206,0.020599999999999993,0.0706,7.159999999999999e-06,-0.08492
WE0_RE1_CE1,1.208,0.0208,0.0708,7.18e-06,-0.08516
WE0_RE1_CE1,1.21,0.02099999999999999,0.071,7.2e-06,-0.08539999999999999
WE0_RE1_CE1,1.212,0.021199999999999997,0.0712,7.2199999999999995e-06,-0.08564
WE0_RE1_CE1,1.214,0.021400000000000002,0.0714,7.24e-06,-0.08588000000000001
WE0_RE1_CE1,1.216,0.021599999999999994,0.0716,7.26e-06,-0.08612
WE0_RE1_CE1,1.218,0.0218,0.0718,7.28e-06,-0.08636
WE0_RE1_CE1,1.22,0.021999999999999992,0.072,7.2999999999999996e-06,-0.0866
WE0_RE1_CE1,1.222,0.022199999999999998,0.0722,7.32e-06,-0.08684
WE0_RE1_CE1,1.224,0.022400000000000003,0.0724,7.340000000000001e-06,-0.08708
WE0_RE1_CE1,1.226,0.022599999999999995,0.0726,7.36e-06,-0.08732
WE0_RE1_CE1,1.228,0.0228,0.0728,7.3800000000000005e-06,-0.08756
WE0_RE1_CE1,1.23,0.022999999999999993,0.073,7.3999999999999995e-06,-0.08779999999999999
WE0_RE1_CE1,1.232,0.0232,0.0732,7.42e-06,-0.08804000000000001
WE0_RE1_CE1,1.234,0.023400000000000004,0.0734,7.440000000000001e-06,-0.08828000000000001
WE0_RE1_CE1,1.236,0.023599999999999996,0.0736,7.46e-06,-0.08852
WE0_RE1_CE1,1.238,0.0238,0.0738,7.48e-06,-0.08876
WE0_RE1_CE1,1.24,0.023999999999999994,0.074,7.499999999999999e-06,-0.089
WE0_RE1_CE1,1.242,0.0242,0.0742,7.52e-06,-0.08924
WE0_RE1_CE1,1.244,0.024400000000000005,0.07440000000000001,7.540000000000001e-06,-0.08948
WE0_RE1_CE1,1.246,0.024599999999999997,0.0746,7.56e-06,-0.08972
WE0_RE1_CE1,1.248,0.024800000000000003,0.0748,7.58e-06,-0.08996000000000001
WE0_RE1_CE1,1.25,0.024999999999999994,0.075,7.599999999999999e-06,-0.0902
WE0_RE1_CE1,1.252,0.0252,0.0752,7.62e-06,-0.09044
WE0_RE1_CE1,1.254,0.025400000000000006,0.07540000000000001,7.640000000000001e-06,-0.09068000000000001
WE0_RE1_CE1,1.256,0.02560000000000001,0.07560000000000001,7.660000000000001e-06,-0.09092000000000001
WE0_RE1_CE1,1.258,0.02579999999999999,0.07579999999999999,7.68e-06,-0.09115999999999999
WE0_RE1_CE1,1.26,0.025999999999999995,0.076,7.7e-06,-0.0914
WE0_RE1_CE1,1.262,0.0262,0.0762,7.72e-06,-0.09164
WE0_RE1_CE1,1.264,0.026400000000000007,0.07640000000000001,7.740000000000002e-06,-0.09188000000000002
WE0_RE1_CE1,1.266,0.026600000000000013,0.07660000000000002,7.760000000000002e-06,-0.09212000000000002
WE0_RE1_CE1,1.268,0.02679999999999999,0.0768,7.78e-06,-0.09236
WE0_RE1_CE1,1.27,0.026999999999999996,0.077,7.8e-06,-0.0926
WE0_RE1_CE1,1.272,0.027200000000000002,0.0772,7.820000000000001e-06,-0.09284
WE0_RE1_CE1,1.274,0.027400000000000008,0.07740000000000001,7.840000000000001e-06,-0.09308000000000001
WE0_RE1_CE1,1.276,0.027600000000000013,0.07760000000000002,7.860000000000003e-06,-0.09332000000000001
WE0_RE1_CE1,1.278,0.02779999999999999,0.0778,7.88e-06,-0.09356
WE0_RE1_CE1,1.28,0.027999999999999997,0.078,7.9e-06,-0.0938
WE0_RE1_CE1,1.282,0.028200000000000003,0.0782,7.920000000000002e-06,-0.09404000000000001
WE0_RE1_CE1,1.284,0.02840000000000001,0.07840000000000001,7.940000000000002e-06,-0.09428000000000002
WE0_RE1_CE1,1.286,0.028600000000000014,0.07860000000000002,7.960000000000002e-06,-0.09452000000000002
WE0_RE1_CE1,1.288,0.028799999999999992,0.0788,7.98e-06,-0.09476
WE0_RE1_CE1,1.29,0.028999999999999998,0.079,8.000000000000001e-06,-0.095
WE0_RE1_CE1,1.292,0.029200000000000004,0.0792,8.020000000000001e-06,-0.09524
WE0_RE1_CE1,1.294,0.02940000000000001,0.07940000000000001,8.040000000000003e-06,-0.09548000000000001
WE0_RE1_CE1,1.296,0.029600000000000015,0.07960000000000002,8.060000000000002e-06,-0.09572000000000003
WE0_RE1_CE1,1.298,0.029799999999999993,0.0798,8.08e-06,-0.09595999999999999
WE0_RE1_CE1,1.3,0.03,0.08,8.1e-06,-0.09620000000000001
WE0_RE1_CE1,1.302,0.030200000000000005,0.08020000000000001,8.120000000000002e-06,-0.09644000000000001
WE0_RE1_CE1,1.304,0.03040000000000001,0.08040000000000001,8.140000000000002e-06,-0.09668000000000002
WE0_RE1_CE1,1.306,0.030600000000000016,0.08060000000000002,8.160000000000003e-06,-0.09692000000000003
WE0_RE1_CE1,1.308,0.030799999999999994,0.0808,8.18e-06,-0.09716
WE0_RE1_CE1,1.31,0.031,0.081,8.200000000000001e-06,-0.0974
WE0_RE1_CE1,1.312,0.031200000000000006,0.08120000000000001,8.220000000000001e-06,-0.09764
WE0_RE1_CE1,1.314,0.03140000000000001,0.08140000000000001,8.240000000000002e-06,-0.09788000000000002
WE0_RE1_CE1,1.316,0.03160000000000002,0.08160000000000002,8.260000000000002e-06,-0.09812000000000003
WE0_RE1_CE1,1.318,0.031799999999999995,0.0818,8.28e-06,-0.09836
WE0_RE1_CE1,1.32,0.032,0.082,8.300000000000002e-06,-0.09860000000000001
WE0_RE1_CE1,1.322,0.032200000000000006,0.08220000000000001,8.320000000000002e-06,-0.09884000000000001
WE0_RE1_CE1,1.324,0.03240000000000001,0.08240000000000001,8.340000000000001e-06,-0.09908000000000002
WE0_RE1_CE1,1.326,0.03260000000000002,0.08260000000000002,8.360000000000003e-06,-0.09932000000000002
WE0_RE1_CE1,1.328,0.032799999999999996,0.0828,8.380000000000001e-06,-0.09956
WE0_RE1_CE1,1.33,0.033,0.083,8.400000000000001e-06,-0.0998
WE0_RE1_CE1,1.332,0.03320000000000001,0.08320000000000001,8.420000000000002e-06,-0.10004000000000002
WE0_RE1_CE1,1.334,0.03340000000000001,0.08340000000000002,8.440000000000002e-06,-0.10028000000000002
WE0_RE1_CE1,1.336,0.03360000000000002,0.08360000000000002,8.460000000000004e-06,-0.10052000000000003
WE0_RE1_CE1,1.338,0.0338,0.0838,8.48e-06,-0.10076
WE0_RE1_CE1,1.34,0.034,0.084,8.500000000000002e-06,-0.101
WE0_RE1_CE1,1.342,0.03420000000000001,0.08420000000000001,8.520000000000001e-06,-0.10124000000000001
WE0_RE1_CE1,1.344,0.034400000000000014,0.08440000000000002,8.540000000000003e-06,-0.10148000000000001
WE0_RE1_CE1,1.346,0.03460000000000002,0.08460000000000002,8.560000000000003e-06,-0.10172000000000003
WE0_RE1_CE1,1.348,0.0348,0.0848,8.580000000000001e-06,-0.10196
WE0_RE1_CE1,1.35,0.035,0.085,8.6e-06,-0.10220000000000001
WE0_RE1_CE1,1.352,0.03520000000000001,0.08520000000000001,8.620000000000002e-06,-0.10244000000000002
WE0_RE1_CE1,1.354,0.035400000000000015,0.08540000000000002,8.640000000000002e-06,-0.10268000000000002
WE0_RE1_CE1,1.356,0.03560000000000002,0.08560000000000002,8.660000000000003e-06,-0.10292000000000003
WE0_RE1_CE1,1.358,0.0358,0.0858,8.680000000000002e-06,-0.10316
WE0_RE1_CE1,1.36,0.036000000000000004,0.08600000000000001,8.700000000000001e-06,-0.1034
WE0_RE1_CE1,1.362,0.03620000000000001,0.08620000000000001,8.720000000000001e-06,-0.10364000000000001
WE0_RE1_CE1,1.364,0.036400000000000016,0.08640000000000002,8.740000000000003e-06,-0.10388000000000003
WE0_RE1_CE1,1.366,0.03660000000000002,0.08660000000000002,8.760000000000003e-06,-0.10412000000000003
WE0_RE1_CE1,1.368,0.0368,0.0868,8.78e-06,-0.10436000000000001
WE0_RE1_CE1,1.37,0.037000000000000005,0.08700000000000001,8.800000000000002e-06,-0.10460000000000001
WE0_RE1_CE1,1.372,0.03720000000000001,0.08720000000000001,8.820000000000002e-06,-0.10484000000000002
WE0_RE1_CE1,1.374,0.03740000000000002,0.08740000000000002,8.840000000000003e-06,-0.10508000000000003
WE0_RE1_CE1,1.3760000000000001,0.03760000000000002,0.08760000000000003,8.860000000000003e-06,-0.10532000000000002
WE0_RE1_CE1,1.3780000000000001,0.0378,0.0878,8.880000000000001e-06,-0.10556
WE0_RE1_CE1,1.3800000000000001,0.038000000000000006,0.08800000000000001,8.900000000000001e-06,-0.1058
WE0_RE1_CE1,1.3820000000000001,0.03820000000000001,0.08820000000000001,8.920000000000003e-06,-0.10604000000000002
WE0_RE1_CE1,1.3840000000000001,0.03840000000000002,0.08840000000000002,8.940000000000002e-06,-0.10628000000000003
WE0_RE1_CE1,1.3860000000000001,0.03860000000000002,0.08860000000000003,8.960000000000004e-06,-0.10652000000000003
WE0_RE1_CE1,1.3880000000000001,0.0388,0.0888,8.98e-06,-0.10676000000000001
WE0_RE1_CE1,1.3900000000000001,0.03900000000000001,0.08900000000000001,9.000000000000002e-06,-0.10700000000000001
WE0_RE1_CE1,1.3920000000000001,0.03920000000000001,0.08920000000000002,9.020000000000002e-06,-0.10724000000000002
WE0_RE1_CE1,1.3940000000000001,0.03940000000000002,0.08940000000000002,9.040000000000003e-06,-0.10748000000000002
WE0_RE1_CE1,1.3960000000000001,0.039600000000000024,0.08960000000000003,9.060000000000003e-06,-0.10772000000000004
WE0_RE1_CE1,1.3980000000000001,0.0398,0.0898,9.080000000000001e-06,-0.10796
WE0_RE1_CE1,1.4000000000000001,0.04000000000000001,0.09000000000000001,9.100000000000001e-06,-0.10820000000000002
WE0_RE1_CE1,1.4020000000000001,0.040200000000000014,0.09020000000000002,9.120000000000002e-06,-0.10844000000000002
WE0_RE1_CE1,1.4040000000000001,0.04040000000000002,0.09040000000000002,9.140000000000002e-06,-0.10868000000000003
WE0_RE1_CE1,1.4060000000000001,0.040600000000000025,0.09060000000000003,9.160000000000004e-06,-0.10892000000000003
WE0_RE1_CE1,1.408,0.0408,0.0908,9.180000000000002e-06,-0.10916000000000001
WE0_RE1_CE1,1.41,0.04099999999999998,0.09099999999999998,9.199999999999998e-06,-0.10939999999999998
WE0_RE1_CE1,1.412,0.04119999999999999,0.09119999999999999,9.22e-06,-0.10963999999999999
WE0_RE1_CE1,1.414,0.04139999999999999,0.0914,9.24e-06,-0.10987999999999999
WE0_RE1_CE1,1.416,0.0416,0.0916,9.260000000000001e-06,-0.11012
WE0_RE1_CE1,1.418,0.041800000000000004,0.0918,9.280000000000001e-06,-0.11036000000000001
WE0_RE1_CE1,1.42,0.04199999999999998,0.09199999999999998,9.299999999999999e-06,-0.11059999999999998
WE0_RE1_CE1,1.422,0.04219999999999999,0.09219999999999999,9.32e-06,-0.11084
WE0_RE1_CE1,1.424,0.04239999999999999,0.0924,9.34e-06,-0.11108
WE0_RE1_CE1,1.426,0.0426,0.0926,9.36e-06,-0.11132
WE0_RE1_CE1,1.428,0.042800000000000005,0.09280000000000001,9.380000000000002e-06,-0.11156
WE0_RE1_CE1,1.43,0.04299999999999998,0.09299999999999999,9.4e-06,-0.11179999999999998
WE0_RE1_CE1,1.432,0.04319999999999999,0.09319999999999999,9.42e-06,-0.11203999999999999
WE0_RE1_CE1,1.434,0.043399999999999994,0.0934,9.440000000000001e-06,-0.11227999999999999
WE0_RE1_CE1,1.436,0.0436,0.0936,9.460000000000001e-06,-0.11252000000000001
WE0_RE1_CE1,1.438,0.043800000000000006,0.09380000000000001,9.480000000000002e-06,-0.11276000000000001
WE0_RE1_CE1,1.44,0.043999999999999984,0.09399999999999999,9.499999999999999e-06,-0.11299999999999999
WE0_RE1_CE1,1.442,0.04419999999999999,0.09419999999999999,9.52e-06,-0.11324
WE0_RE1_CE1,1.444,0.044399999999999995,0.0944,9.54e-06,-0.11348
WE0_RE1_CE1,1.446,0.0446,0.0946,9.560000000000002e-06,-0.11372
WE0_RE1_CE1,1.448,0.044800000000000006,0.09480000000000001,9.580000000000001e-06,-0.11396
WE0_RE1_CE1,1.45,0.044999999999999984,0.09499999999999999,9.6e-06,-0.11419999999999998
WE0_RE1_CE1,1.452,0.04519999999999999,0.09519999999999999,9.62e-06,-0.11443999999999999
WE0_RE1_CE1,1.454,0.045399999999999996,0.0954,9.640000000000001e-06,-0.11468
WE0_RE1_CE1,1.456,0.0456,0.0956,9.66e-06,-0.11492000000000001
WE0_RE1_CE1,1.458,0.04580000000000001,0.09580000000000001,9.680000000000002e-06,-0.11516000000000001
WE0_RE1_CE1,1.46,0.045999999999999985,0.09599999999999999,9.7e-06,-0.11539999999999999
WE0_RE1_CE1,1.462,0.04619999999999999,0.0962,9.72e-06,-0.11563999999999999
WE0_RE1_CE1,1.464,0.0464,0.0964,9.74e-06,-0.11588
WE0_RE1_CE1,1.466,0.0466,0.0966,9.760000000000001e-06,-0.11612
WE0_RE1_CE1,1.468,0.04680000000000001,0.09680000000000001,9.780000000000001e-06,-0.11636000000000002
WE0_RE1_CE1,1.47,0.046999999999999986,0.09699999999999999,9.8e-06,-0.11659999999999998
WE0_RE1_CE1,1.472,0.04719999999999999,0.0972,9.820000000000001e-06,-0.11684
WE0_RE1_CE1,1.474,0.0474,0.0974,9.84e-06,-0.11708
WE0_RE1_CE1,1.476,0.0476,0.0976,9.860000000000002e-06,-0.11732000000000001
WE0_RE1_CE1,1.478,0.04780000000000001,0.09780000000000001,9.880000000000002e-06,-0.11756000000000001
WE0_RE1_CE1,1.48,0.04799999999999999,0.09799999999999999,9.9e-06,-0.11779999999999999
WE0_RE1_CE1,1.482,0.04819999999999999,0.0982,9.92e-06,-0.11803999999999999
WE0_RE1_CE1,1.484,0.0484,0.0984,9.940000000000001e-06,-0.11828
WE0_RE1_CE1,1.486,0.048600000000000004,0.09860000000000001,9.960000000000001e-06,-0.11852000000000001
WE0_RE1_CE1,1.488,0.04880000000000001,0.09880000000000001,9.980000000000003e-06,-0.11876000000000002
WE0_RE1_CE1,1.49,0.04899999999999999,0.09899999999999999,9.999999999999999e-06,-0.119
WE0_RE1_CE1,1.492,0.049199999999999994,0.0992,1.002e-05,-0.11924
WE0_RE1_CE1,1.494,0.0494,0.0994,1.004e-05,-0.11948
WE0_RE1_CE1,1.496,0.049600000000000005,0.09960000000000001,1.0060000000000002e-05,-0.11972000000000001
WE0_RE1_CE1,1.498,0.04980000000000001,0.09980000000000001,1.0080000000000002e-05,-0.11996000000000001
WE0_RE1_CE1,1.5,0.05000000000000002,0.10000000000000002,1.0100000000000003e-05,-0.12020000000000003
WE0_RE1_CE1,1.502,0.050199999999999995,0.1002,1.012e-05,-0.12043999999999999
WE0_RE1_CE1,1.504,0.0504,0.1004,1.0140000000000001e-05,-0.12068000000000001
WE0_RE1_CE1,1.506,0.050600000000000006,0.10060000000000001,1.0160000000000001e-05,-0.12092000000000001
WE0_RE1_CE1,1.508,0.05080000000000001,0.10080000000000001,1.0180000000000002e-05,-0.12116000000000002
WE0_RE1_CE1,1.51,0.05100000000000002,0.10100000000000002,1.0200000000000002e-05,-0.12140000000000002
WE0_RE1_CE1,1.512,0.051199999999999996,0.1012,1.022e-05,-0.12164
WE0_RE1_CE1,1.514,0.0514,0.1014,1.0240000000000002e-05,-0.12188000000000002
WE0_RE1_CE1,1.516,0.05160000000000001,0.10160000000000001,1.0260000000000002e-05,-0.12212
WE0_RE1_CE1,1.518,0.05180000000000001,0.10180000000000002,1.0280000000000002e-05,-0.12236000000000002
WE0_RE1_CE1,1.52,0.05200000000000002,0.10200000000000002,1.0300000000000003e-05,-0.12260000000000003
WE0_RE1_CE1,1.522,0.052199999999999996,0.1022,1.0320000000000001e-05,-0.12284
WE0_RE1_CE1,1.524,0.0524,0.1024,1.0340000000000001e-05,-0.12308000000000001
WE0_RE1_CE1,1.526,0.05260000000000001,0.10260000000000001,1.0360000000000002e-05,-0.12332000000000001
WE0_RE1_CE1,1.528,0.052800000000000014,0.10280000000000002,1.0380000000000002e-05,-0.12356000000000002
WE0_RE1_CE1,1.53,0.05300000000000002,0.10300000000000002,1.0400000000000004e-05,-0.12380000000000002
WE0_RE1_CE1,1.532,0.0532,0.1032,1.042e-05,-0.12404
WE0_RE1_CE1,1.534,0.0534,0.1034,1.0440000000000002e-05,-0.12428
WE0_RE1_CE1,1.536,0.05360000000000001,0.10360000000000001,1.0460000000000001e-05,-0.12452000000000002
WE0_RE1_CE1,1.538,0.053800000000000014,0.10380000000000002,1.0480000000000003e-05,-0.12476000000000002
WE0_RE1_CE1,1.54,0.05400000000000002,0.10400000000000002,1.0500000000000003e-05,-0.12500000000000003
WE0_RE1_CE1,1.542,0.0542,0.1042,1.0520000000000001e-05,-0.12524000000000002
WE0_RE1_CE1,1.544,0.054400000000000004,0.1044,1.054e-05,-0.12548
WE0_RE1_CE1,1.546,0.05460000000000001,0.10460000000000001,1.0560000000000002e-05,-0.12572000000000003
WE0_RE1_CE1,1.548,0.054800000000000015,0.10480000000000002,1.0580000000000002e-05,-0.12596000000000002
WE0_RE1_CE1,1.55,0.05500000000000002,0.10500000000000002,1.0600000000000004e-05,-0.12620000000000003
WE0_RE1_CE1,1.552,0.0552,0.1052,1.0620000000000002e-05,-0.12644
WE0_RE1_CE1,1.554,0.055400000000000005,0.10540000000000001,1.0640000000000001e-05,-0.12668000000000001
WE0_RE1_CE1,1.556,0.05560000000000001,0.10560000000000001,1.0660000000000001e-05,-0.12692
WE0_RE1_CE1,1.558,0.055800000000000016,0.10580000000000002,1.0680000000000003e-05,-0.12716000000000002
WE0_RE1_CE1,1.56,0.05600000000000002,0.10600000000000002,1.0700000000000003e-05,-0.12740000000000004
WE0_RE1_CE1,1.562,0.0562,0.1062,1.072e-05,-0.12764
WE0_RE1_CE1,1.564,0.056400000000000006,0.10640000000000001,1.0740000000000002e-05,-0.12788000000000002
WE0_RE1_CE1,1.566,0.05660000000000001,0.10660000000000001,1.0760000000000002e-05,-0.12812
WE0_RE1_CE1,1.568,0.05680000000000002,0.10680000000000002,1.0780000000000004e-05,-0.12836000000000003
WE0_RE1_CE1,1.57,0.05700000000000002,0.10700000000000003,1.0800000000000003e-05,-0.12860000000000005
WE0_RE1_CE1,1.572,0.0572,0.1072,1.0820000000000001e-05,-0.12884
WE0_RE1_CE1,1.574,0.05740000000000001,0.10740000000000001,1.0840000000000001e-05,-0.12908
WE0_RE1_CE1,1.576,0.05760000000000001,0.10760000000000002,1.0860000000000003e-05,-0.12932000000000002
WE0_RE1_CE1,1.578,0.05780000000000002,0.10780000000000002,1.0880000000000003e-05,-0.12956000000000004
WE0_RE1_CE1,1.58,0.058000000000000024,0.10800000000000003,1.0900000000000004e-05,-0.12980000000000003
WE0_RE1_CE1,1.582,0.0582,0.1082,1.092e-05,-0.13004000000000002
WE0_RE1_CE1,1.584,0.05840000000000001,0.10840000000000001,1.0940000000000002e-05,-0.13028
WE0_RE1_CE1,1.586,0.05860000000000001,0.10860000000000002,1.0960000000000002e-05,-0.13052000000000002
WE0_RE1_CE1,1.588,0.05880000000000002,0.10880000000000002,1.0980000000000003e-05,-0.13076000000000004
WE0_RE1_CE1,1.59,0.059000000000000025,0.10900000000000003,1.1000000000000003e-05,-0.13100000000000003
WE0_RE1_CE1,1.592,0.0592,0.1092,1.1020000000000001e-05,-0.13124000000000002
WE0_RE1_CE1,1.594,0.05940000000000001,0.10940000000000001,1.1040000000000001e-05,-0.13148
WE0_RE1_CE1,1.596,0.059600000000000014,0.10960000000000002,1.1060000000000003e-05,-0.13172000000000003
WE0_RE1_CE1,1.598,0.05980000000000002,0.10980000000000002,1.1080000000000002e-05,-0.13196000000000002
WE0_RE1_CE1,1.6,0.060000000000000026,0.11000000000000003,1.1100000000000004e-05,-0.13220000000000004
WE0_RE1_CE1,1.602,0.060200000000000004,0.1102,1.1120000000000002e-05,-0.13244
WE0_RE1_CE1,1.604,0.06040000000000001,0.11040000000000001,1.1140000000000002e-05,-0.13268000000000002
WE0_RE1_CE1,1.606,0.060600000000000015,0.11060000000000002,1.1160000000000003e-05,-0.13292000000000004
WE0_RE1_CE1,1.608,0.06080000000000002,0.11080000000000002,1.1180000000000003e-05,-0.13316000000000003
WE0_RE1_CE1,1.61,0.061000000000000026,0.11100000000000003,1.1200000000000003e-05,-0.13340000000000005
WE0_RE1_CE1,1.612,0.061200000000000004,0.11120000000000001,1.1220000000000001e-05,-0.13364
WE0_RE1_CE1,1.614,0.06140000000000001,0.11140000000000001,1.1240000000000002e-05,-0.13388000000000003
